order_id,order_date,sku_id,dc_id,ordered_quantity,fulfilled_quantity,status
ORD001311,2026-02-18,MED032,DC002,71.0,71.0,FULFILLED
ORD001312,2026-02-18,MED032,DC003,47.0,47.0,FULFILLED
ORD001313,2026-02-18,MED032,DC004,87.0,87.0,FULFILLED
ORD001314,2026-02-18,MED032,DC005,45.0,45.0,FULFILLED
ORD001315,2026-02-18,MED032,DC007,66.0,66.0,FULFILLED
ORD001316,2026-02-18,MED032,DC008,64.0,64.0,FULFILLED
ORD001317,2026-02-18,MED033,DC001,96.0,96.0,FULFILLED
ORD001318,2026-02-18,MED033,DC002,58.0,58.0,FULFILLED
ORD001319,2026-02-18,MED033,DC005,75.0,75.0,FULFILLED
ORD001320,2026-02-18,MED033,DC006,86.0,86.0,FULFILLED
ORD001321,2026-02-18,MED033,DC007,67.0,67.0,FULFILLED
ORD001322,2026-02-18,MED033,DC008,36.0,36.0,FULFILLED
ORD001323,2026-02-18,MED034,DC001,200.0,200.0,FULFILLED
ORD001324,2026-02-18,MED034,DC003,166.0,106.29,PARTIAL
ORD001325,2026-02-18,MED034,DC005,118.0,118.0,FULFILLED
ORD001326,2026-02-18,MED034,DC007,146.0,146.0,FULFILLED
ORD001327,2026-02-18,MED034,DC008,162.0,162.0,FULFILLED
ORD001328,2026-02-18,MED035,DC002,85.0,85.0,FULFILLED
ORD001329,2026-02-18,MED035,DC003,76.0,76.0,FULFILLED
ORD001330,2026-02-18,MED035,DC004,93.0,93.0,FULFILLED
ORD001331,2026-02-18,MED035,DC006,61.0,61.0,FULFILLED
ORD001332,2026-02-18,MED035,DC008,34.0,34.0,FULFILLED
ORD001333,2026-02-18,MED036,DC002,139.0,139.0,FULFILLED
ORD001334,2026-02-18,MED036,DC004,73.0,73.0,FULFILLED
ORD001335,2026-02-18,MED036,DC006,106.0,106.0,FULFILLED
ORD001336,2026-02-18,MED036,DC008,96.0,96.0,FULFILLED
ORD001337,2026-02-18,MED037,DC003,231.0,231.0,FULFILLED
ORD001338,2026-02-18,MED037,DC005,167.0,167.0,FULFILLED
ORD001339,2026-02-18,MED037,DC006,162.0,162.0,FULFILLED
ORD001340,2026-02-18,MED037,DC007,204.0,204.0,FULFILLED
ORD001341,2026-02-18,MED037,DC008,189.0,189.0,FULFILLED
ORD001342,2026-02-18,MED038,DC001,205.0,205.0,FULFILLED
ORD001343,2026-02-18,MED038,DC002,276.0,276.0,FULFILLED
ORD001344,2026-02-18,MED038,DC005,199.0,199.0,FULFILLED
ORD001345,2026-02-18,MED038,DC006,194.0,194.0,FULFILLED
ORD001346,2026-02-18,MED038,DC007,269.0,269.0,FULFILLED
ORD001347,2026-02-18,MED039,DC001,42.0,42.0,FULFILLED
ORD001348,2026-02-18,MED039,DC002,39.0,39.0,FULFILLED
ORD001349,2026-02-18,MED039,DC004,33.0,33.0,FULFILLED
ORD001350,2026-02-18,MED039,DC005,28.0,28.0,FULFILLED
ORD001351,2026-02-18,MED039,DC008,60.0,60.0,FULFILLED
ORD001352,2026-02-18,MED040,DC001,90.0,90.0,FULFILLED
ORD001353,2026-02-18,MED040,DC003,36.0,36.0,FULFILLED
ORD001354,2026-02-18,MED040,DC006,51.0,51.0,FULFILLED
ORD001355,2026-02-18,MED040,DC007,58.0,58.0,FULFILLED
ORD001356,2026-02-19,MED001,DC001,23.0,23.0,FULFILLED
ORD001357,2026-02-19,MED001,DC003,27.0,27.0,FULFILLED
ORD001358,2026-02-19,MED001,DC005,33.0,33.0,FULFILLED
ORD001359,2026-02-19,MED001,DC006,18.0,18.0,FULFILLED
ORD001360,2026-02-19,MED001,DC007,14.0,14.0,FULFILLED
ORD001361,2026-02-19,MED001,DC008,28.0,28.0,FULFILLED
ORD001362,2026-02-19,MED002,DC001,39.0,39.0,FULFILLED
ORD001363,2026-02-19,MED002,DC002,42.0,42.0,FULFILLED
ORD001364,2026-02-19,MED002,DC004,38.0,38.0,FULFILLED
ORD001365,2026-02-19,MED002,DC007,47.0,47.0,FULFILLED
ORD001366,2026-02-19,MED002,DC008,27.0,27.0,FULFILLED
ORD001367,2026-02-19,MED003,DC001,89.0,89.0,FULFILLED
ORD001368,2026-02-19,MED003,DC002,114.0,114.0,FULFILLED
ORD001369,2026-02-19,MED003,DC005,91.0,91.0,FULFILLED
ORD001370,2026-02-19,MED003,DC008,77.0,77.0,FULFILLED
ORD001371,2026-02-19,MED004,DC001,192.0,192.0,FULFILLED
ORD001372,2026-02-19,MED004,DC002,205.0,205.0,FULFILLED
ORD001373,2026-02-19,MED004,DC003,177.0,177.0,FULFILLED
ORD001374,2026-02-19,MED004,DC005,215.0,215.0,FULFILLED
ORD001375,2026-02-19,MED004,DC006,206.0,206.0,FULFILLED
ORD001376,2026-02-19,MED004,DC007,150.0,150.0,FULFILLED
ORD001377,2026-02-19,MED004,DC008,215.0,215.0,FULFILLED
ORD001378,2026-02-19,MED005,DC001,71.0,71.0,FULFILLED
ORD001379,2026-02-19,MED005,DC002,96.0,96.0,FULFILLED
ORD001380,2026-02-19,MED005,DC003,94.0,94.0,FULFILLED
ORD001381,2026-02-19,MED005,DC005,76.0,76.0,FULFILLED
ORD001382,2026-02-19,MED005,DC006,200.0,200.0,FULFILLED
ORD001383,2026-02-19,MED005,DC007,126.0,126.0,FULFILLED
ORD001384,2026-02-19,MED005,DC008,96.0,96.0,FULFILLED
ORD001385,2026-02-19,MED006,DC001,35.0,35.0,FULFILLED
ORD001386,2026-02-19,MED006,DC005,39.0,39.0,FULFILLED
ORD001387,2026-02-19,MED006,DC006,48.0,48.0,FULFILLED
ORD001388,2026-02-19,MED006,DC007,42.0,42.0,FULFILLED
ORD001389,2026-02-19,MED006,DC008,40.0,40.0,FULFILLED
ORD001390,2026-02-19,MED007,DC001,86.0,86.0,FULFILLED
ORD001391,2026-02-19,MED007,DC002,123.0,123.0,FULFILLED
ORD001392,2026-02-19,MED007,DC004,37.0,37.0,FULFILLED
ORD001393,2026-02-19,MED007,DC005,114.0,114.0,FULFILLED
ORD001394,2026-02-19,MED007,DC006,102.0,102.0,FULFILLED
ORD001395,2026-02-19,MED007,DC008,77.0,77.0,FULFILLED
ORD001396,2026-02-19,MED008,DC001,178.0,178.0,FULFILLED
ORD001397,2026-02-19,MED008,DC002,173.0,173.0,FULFILLED
ORD001398,2026-02-19,MED008,DC003,175.0,175.0,FULFILLED
ORD001399,2026-02-19,MED008,DC004,180.0,180.0,FULFILLED
ORD001400,2026-02-19,MED008,DC006,137.0,109.88999999999996,PARTIAL
ORD001401,2026-02-19,MED008,DC008,209.0,209.0,FULFILLED
ORD001402,2026-02-19,MED009,DC001,206.0,206.0,FULFILLED
ORD001403,2026-02-19,MED009,DC002,215.0,215.0,FULFILLED
ORD001404,2026-02-19,MED009,DC003,226.0,144.4000000000002,PARTIAL
ORD001405,2026-02-19,MED009,DC004,163.0,163.0,FULFILLED
ORD001406,2026-02-19,MED009,DC005,184.0,184.0,FULFILLED
ORD001407,2026-02-19,MED009,DC007,169.0,169.0,FULFILLED
ORD001408,2026-02-19,MED009,DC008,178.0,178.0,FULFILLED
ORD001409,2026-02-19,MED010,DC001,161.0,161.0,FULFILLED
ORD001410,2026-02-19,MED010,DC003,99.0,99.0,FULFILLED
ORD001411,2026-02-19,MED010,DC004,166.0,166.0,FULFILLED
ORD001412,2026-02-19,MED010,DC005,126.0,126.0,FULFILLED
ORD001413,2026-02-19,MED010,DC006,83.0,83.0,FULFILLED
ORD001414,2026-02-19,MED010,DC007,100.0,100.0,FULFILLED
ORD001415,2026-02-19,MED010,DC008,78.0,78.0,FULFILLED
ORD001416,2026-02-19,MED011,DC001,60.0,60.0,FULFILLED
ORD001417,2026-02-19,MED011,DC002,67.0,67.0,FULFILLED
ORD001418,2026-02-19,MED011,DC006,70.0,70.0,FULFILLED
ORD001419,2026-02-19,MED011,DC007,64.0,64.0,FULFILLED
ORD001420,2026-02-19,MED011,DC008,54.0,54.0,FULFILLED
ORD001421,2026-02-19,MED012,DC003,68.0,68.0,FULFILLED
ORD001422,2026-02-19,MED012,DC004,112.0,112.0,FULFILLED
ORD001423,2026-02-19,MED012,DC006,97.0,97.0,FULFILLED
ORD001424,2026-02-19,MED012,DC008,160.0,160.0,FULFILLED
ORD001425,2026-02-19,MED013,DC001,49.0,49.0,FULFILLED
ORD001426,2026-02-19,MED013,DC005,52.0,52.0,FULFILLED
ORD001427,2026-02-19,MED013,DC007,58.0,58.0,FULFILLED
ORD001428,2026-02-19,MED013,DC008,40.0,40.0,FULFILLED
ORD001429,2026-02-19,MED014,DC002,74.0,74.0,FULFILLED
ORD001430,2026-02-19,MED014,DC004,70.0,70.0,FULFILLED
ORD001431,2026-02-19,MED014,DC007,75.0,75.0,FULFILLED
ORD001432,2026-02-19,MED014,DC008,49.0,49.0,FULFILLED
ORD001433,2026-02-19,MED015,DC001,202.0,202.0,FULFILLED
ORD001434,2026-02-19,MED015,DC002,170.0,170.0,FULFILLED
ORD001435,2026-02-19,MED015,DC003,216.0,216.0,FULFILLED
ORD001436,2026-02-19,MED015,DC007,186.0,186.0,FULFILLED
ORD001437,2026-02-19,MED015,DC008,123.0,123.0,FULFILLED
ORD001438,2026-02-19,MED016,DC001,57.0,57.0,FULFILLED
ORD001439,2026-02-19,MED016,DC002,91.0,91.0,FULFILLED
ORD001440,2026-02-19,MED016,DC004,86.0,86.0,FULFILLED
ORD001441,2026-02-19,MED016,DC005,98.0,98.0,FULFILLED
ORD001442,2026-02-19,MED016,DC006,119.0,119.0,FULFILLED
ORD001443,2026-02-19,MED016,DC007,106.0,106.0,FULFILLED
ORD001444,2026-02-19,MED016,DC008,84.0,84.0,FULFILLED
ORD001445,2026-02-19,MED017,DC001,36.0,36.0,FULFILLED
ORD001446,2026-02-19,MED017,DC002,37.0,37.0,FULFILLED
ORD001447,2026-02-19,MED017,DC004,28.0,28.0,FULFILLED
ORD001448,2026-02-19,MED017,DC006,46.0,46.0,FULFILLED
ORD001449,2026-02-19,MED017,DC008,27.0,27.0,FULFILLED
ORD001450,2026-02-19,MED018,DC001,51.0,51.0,FULFILLED
ORD001451,2026-02-19,MED018,DC002,87.0,87.0,FULFILLED
ORD001452,2026-02-19,MED018,DC003,64.0,64.0,FULFILLED
ORD001453,2026-02-19,MED018,DC004,62.0,62.0,FULFILLED
ORD001454,2026-02-19,MED018,DC005,65.0,65.0,FULFILLED
ORD001455,2026-02-19,MED018,DC006,64.0,64.0,FULFILLED
ORD001456,2026-02-19,MED018,DC007,73.0,73.0,FULFILLED
ORD001457,2026-02-19,MED018,DC008,66.0,66.0,FULFILLED
ORD001458,2026-02-19,MED019,DC001,64.0,64.0,FULFILLED
ORD001459,2026-02-19,MED019,DC002,52.0,52.0,FULFILLED
ORD001460,2026-02-19,MED019,DC004,82.0,82.0,FULFILLED
ORD001461,2026-02-19,MED019,DC005,114.0,114.0,FULFILLED
ORD001462,2026-02-19,MED019,DC006,98.0,98.0,FULFILLED
ORD001463,2026-02-19,MED019,DC008,112.0,112.0,FULFILLED
ORD001464,2026-02-19,MED020,DC001,48.0,48.0,FULFILLED
ORD001465,2026-02-19,MED020,DC002,48.0,48.0,FULFILLED
ORD001466,2026-02-19,MED020,DC003,39.0,39.0,FULFILLED
ORD001467,2026-02-19,MED020,DC004,53.0,53.0,FULFILLED
ORD001468,2026-02-19,MED020,DC005,50.0,50.0,FULFILLED
ORD001469,2026-02-19,MED020,DC007,38.0,38.0,FULFILLED
ORD001470,2026-02-19,MED020,DC008,47.0,47.0,FULFILLED
ORD001471,2026-02-19,MED021,DC002,202.0,202.0,FULFILLED
ORD001472,2026-02-19,MED021,DC006,164.0,164.0,FULFILLED
ORD001473,2026-02-19,MED021,DC008,166.0,166.0,FULFILLED
ORD001474,2026-02-19,MED022,DC002,72.0,72.0,FULFILLED
ORD001475,2026-02-19,MED022,DC003,70.0,70.0,FULFILLED
ORD001476,2026-02-19,MED022,DC006,48.0,48.0,FULFILLED
ORD001477,2026-02-19,MED022,DC007,74.0,74.0,FULFILLED
ORD001478,2026-02-19,MED022,DC008,51.0,51.0,FULFILLED
ORD001479,2026-02-19,MED023,DC001,177.0,177.0,FULFILLED
ORD001480,2026-02-19,MED023,DC003,78.0,78.0,FULFILLED
ORD001481,2026-02-19,MED023,DC004,161.0,161.0,FULFILLED
ORD001482,2026-02-19,MED023,DC006,95.0,95.0,FULFILLED
ORD001483,2026-02-19,MED023,DC007,102.0,102.0,FULFILLED
ORD001484,2026-02-19,MED023,DC008,153.0,153.0,FULFILLED
ORD001485,2026-02-19,MED024,DC001,37.0,37.0,FULFILLED
ORD001486,2026-02-19,MED024,DC002,80.0,80.0,FULFILLED
ORD001487,2026-02-19,MED024,DC003,37.0,37.0,FULFILLED
ORD001488,2026-02-19,MED024,DC005,51.0,51.0,FULFILLED
ORD001489,2026-02-19,MED024,DC006,56.0,56.0,FULFILLED
ORD001490,2026-02-19,MED024,DC007,48.0,48.0,FULFILLED
ORD001491,2026-02-19,MED024,DC008,49.0,49.0,FULFILLED
ORD001492,2026-02-19,MED025,DC001,185.0,185.0,FULFILLED
ORD001493,2026-02-19,MED025,DC003,182.0,182.0,FULFILLED
ORD001494,2026-02-19,MED025,DC005,166.0,166.0,FULFILLED
ORD001495,2026-02-19,MED025,DC006,184.0,184.0,FULFILLED
ORD001496,2026-02-19,MED025,DC007,121.0,121.0,FULFILLED
ORD001497,2026-02-19,MED025,DC008,176.0,176.0,FULFILLED
ORD001498,2026-02-19,MED026,DC002,136.0,136.0,FULFILLED
ORD001499,2026-02-19,MED026,DC003,116.0,116.0,FULFILLED
ORD001500,2026-02-19,MED026,DC004,126.0,126.0,FULFILLED
ORD001501,2026-02-19,MED026,DC005,131.0,131.0,FULFILLED
ORD001502,2026-02-19,MED026,DC006,164.0,164.0,FULFILLED
ORD001503,2026-02-19,MED026,DC007,128.0,128.0,FULFILLED
ORD001504,2026-02-19,MED026,DC008,186.0,186.0,FULFILLED
ORD001505,2026-02-19,MED027,DC002,146.0,146.0,FULFILLED
ORD001506,2026-02-19,MED027,DC003,113.0,113.0,FULFILLED
ORD001507,2026-02-19,MED027,DC004,141.0,141.0,FULFILLED
ORD001508,2026-02-19,MED027,DC005,140.0,140.0,FULFILLED
ORD001509,2026-02-19,MED028,DC001,45.0,45.0,FULFILLED
ORD001510,2026-02-19,MED028,DC002,54.0,54.0,FULFILLED
ORD001511,2026-02-19,MED028,DC003,35.0,35.0,FULFILLED
ORD001512,2026-02-19,MED028,DC004,34.0,34.0,FULFILLED
ORD001513,2026-02-19,MED028,DC005,45.0,45.0,FULFILLED
ORD001514,2026-02-19,MED028,DC006,42.0,42.0,FULFILLED
ORD001515,2026-02-19,MED028,DC007,54.0,54.0,FULFILLED
ORD001516,2026-02-19,MED029,DC001,85.0,85.0,FULFILLED
ORD001517,2026-02-19,MED029,DC002,114.0,114.0,FULFILLED
ORD001518,2026-02-19,MED029,DC004,66.0,66.0,FULFILLED
ORD001519,2026-02-19,MED029,DC005,80.0,80.0,FULFILLED
ORD001520,2026-02-19,MED029,DC007,83.0,83.0,FULFILLED
ORD001521,2026-02-19,MED029,DC008,99.0,99.0,FULFILLED
ORD001522,2026-02-19,MED030,DC002,77.0,77.0,FULFILLED
ORD001523,2026-02-19,MED030,DC003,44.0,44.0,FULFILLED
ORD001524,2026-02-19,MED030,DC004,49.0,49.0,FULFILLED
ORD001525,2026-02-19,MED030,DC005,95.0,95.0,FULFILLED
ORD001526,2026-02-19,MED031,DC001,35.0,35.0,FULFILLED
ORD001527,2026-02-19,MED031,DC005,73.0,73.0,FULFILLED
ORD001528,2026-02-19,MED031,DC006,34.0,34.0,FULFILLED
ORD001529,2026-02-19,MED031,DC007,35.0,35.0,FULFILLED
ORD001530,2026-02-19,MED032,DC001,62.0,62.0,FULFILLED
ORD001531,2026-02-19,MED032,DC003,71.0,71.0,FULFILLED
ORD001532,2026-02-19,MED032,DC004,68.0,68.0,FULFILLED
ORD001533,2026-02-19,MED032,DC005,64.0,64.0,FULFILLED
ORD001534,2026-02-19,MED032,DC006,66.0,66.0,FULFILLED
ORD001535,2026-02-19,MED032,DC007,48.0,48.0,FULFILLED
ORD001536,2026-02-19,MED032,DC008,94.0,94.0,FULFILLED
ORD001537,2026-02-19,MED033,DC001,43.0,43.0,FULFILLED
ORD001538,2026-02-19,MED033,DC003,93.0,93.0,FULFILLED
ORD001539,2026-02-19,MED033,DC005,74.0,74.0,FULFILLED
ORD001540,2026-02-19,MED033,DC006,53.0,53.0,FULFILLED
ORD001541,2026-02-19,MED033,DC007,69.0,69.0,FULFILLED
ORD001542,2026-02-19,MED033,DC008,74.0,74.0,FULFILLED
ORD001543,2026-02-19,MED034,DC001,140.0,140.0,FULFILLED
ORD001544,2026-02-19,MED034,DC002,209.0,209.0,FULFILLED
ORD001545,2026-02-19,MED034,DC005,167.0,167.0,FULFILLED
ORD001546,2026-02-19,MED034,DC006,131.0,131.0,FULFILLED
ORD001547,2026-02-19,MED034,DC007,99.0,99.0,FULFILLED
ORD001548,2026-02-19,MED034,DC008,146.0,146.0,FULFILLED
ORD001549,2026-02-19,MED035,DC002,39.0,39.0,FULFILLED
ORD001550,2026-02-19,MED035,DC005,75.0,75.0,FULFILLED
ORD001551,2026-02-19,MED035,DC006,51.0,51.0,FULFILLED
ORD001552,2026-02-19,MED035,DC008,62.0,62.0,FULFILLED
ORD001553,2026-02-19,MED036,DC001,136.0,136.0,FULFILLED
ORD001554,2026-02-19,MED036,DC005,52.0,52.0,FULFILLED
ORD001555,2026-02-19,MED036,DC006,110.0,110.0,FULFILLED
ORD001556,2026-02-19,MED036,DC007,133.0,133.0,FULFILLED
ORD001557,2026-02-19,MED036,DC008,104.0,104.0,FULFILLED
ORD001558,2026-02-19,MED037,DC001,233.0,233.0,FULFILLED
ORD001559,2026-02-19,MED037,DC003,181.0,181.0,FULFILLED
ORD001560,2026-02-19,MED037,DC004,207.0,207.0,FULFILLED
ORD001561,2026-02-19,MED037,DC006,151.0,151.0,FULFILLED
ORD001562,2026-02-19,MED037,DC007,184.0,184.0,FULFILLED
ORD001563,2026-02-19,MED038,DC002,188.0,188.0,FULFILLED
ORD001564,2026-02-19,MED038,DC003,247.0,247.0,FULFILLED
ORD001565,2026-02-19,MED038,DC004,175.0,175.0,FULFILLED
ORD001566,2026-02-19,MED038,DC006,154.0,133.99000000000007,PARTIAL
ORD001567,2026-02-19,MED038,DC007,208.0,195.08000000000004,PARTIAL
ORD001568,2026-02-19,MED038,DC008,202.0,202.0,FULFILLED
ORD001569,2026-02-19,MED039,DC002,55.0,55.0,FULFILLED
ORD001570,2026-02-19,MED039,DC003,54.0,54.0,FULFILLED
ORD001571,2026-02-19,MED039,DC004,31.0,31.0,FULFILLED
ORD001572,2026-02-19,MED039,DC005,33.0,33.0,FULFILLED
ORD001573,2026-02-19,MED039,DC006,51.0,51.0,FULFILLED
ORD001574,2026-02-19,MED039,DC007,43.0,43.0,FULFILLED
ORD001575,2026-02-19,MED039,DC008,57.0,57.0,FULFILLED
ORD001576,2026-02-19,MED040,DC001,27.0,27.0,FULFILLED
ORD001577,2026-02-19,MED040,DC002,88.0,88.0,FULFILLED
ORD001578,2026-02-19,MED040,DC004,87.0,87.0,FULFILLED
ORD001579,2026-02-19,MED040,DC005,86.0,86.0,FULFILLED
ORD001580,2026-02-19,MED040,DC008,97.0,97.0,FULFILLED
ORD001581,2026-02-20,MED001,DC001,23.0,23.0,FULFILLED
ORD001582,2026-02-20,MED001,DC002,34.0,34.0,FULFILLED
ORD001583,2026-02-20,MED001,DC003,39.0,39.0,FULFILLED
ORD001584,2026-02-20,MED001,DC004,25.0,25.0,FULFILLED
ORD001585,2026-02-20,MED001,DC005,38.0,38.0,FULFILLED
ORD001586,2026-02-20,MED001,DC006,30.0,30.0,FULFILLED
ORD001587,2026-02-20,MED001,DC007,27.0,27.0,FULFILLED
ORD001588,2026-02-20,MED001,DC008,21.0,21.0,FULFILLED
ORD001589,2026-02-20,MED002,DC001,36.0,36.0,FULFILLED
ORD001590,2026-02-20,MED002,DC002,41.0,41.0,FULFILLED
ORD001591,2026-02-20,MED002,DC004,45.0,45.0,FULFILLED
ORD001592,2026-02-20,MED002,DC005,20.0,20.0,FULFILLED
ORD001593,2026-02-20,MED002,DC007,31.0,31.0,FULFILLED
ORD001594,2026-02-20,MED002,DC008,36.0,36.0,FULFILLED
ORD001595,2026-02-20,MED003,DC004,115.0,115.0,FULFILLED
ORD001596,2026-02-20,MED003,DC005,107.0,107.0,FULFILLED
ORD001597,2026-02-20,MED003,DC007,118.0,118.0,FULFILLED
ORD001598,2026-02-20,MED003,DC008,90.0,90.0,FULFILLED
ORD001599,2026-02-20,MED004,DC001,208.0,161.08000000000004,PARTIAL
ORD001600,2026-02-20,MED004,DC003,173.0,173.0,FULFILLED
ORD001601,2026-02-20,MED004,DC004,191.0,191.0,FULFILLED
ORD001602,2026-02-20,MED004,DC005,171.0,171.0,FULFILLED
ORD001603,2026-02-20,MED004,DC007,204.0,204.0,FULFILLED
ORD001604,2026-02-20,MED004,DC008,158.0,158.0,FULFILLED
ORD001605,2026-02-20,MED005,DC001,87.0,87.0,FULFILLED
ORD001606,2026-02-20,MED005,DC002,115.0,115.0,FULFILLED
ORD001607,2026-02-20,MED005,DC003,62.0,62.0,FULFILLED
ORD001608,2026-02-20,MED005,DC005,118.0,118.0,FULFILLED
ORD001609,2026-02-20,MED006,DC001,24.0,24.0,FULFILLED
ORD001610,2026-02-20,MED006,DC003,59.0,59.0,FULFILLED
ORD001611,2026-02-20,MED006,DC005,34.0,34.0,FULFILLED
ORD001612,2026-02-20,MED006,DC006,41.0,41.0,FULFILLED
ORD001613,2026-02-20,MED007,DC002,118.0,118.0,FULFILLED
ORD001614,2026-02-20,MED007,DC003,126.0,126.0,FULFILLED
ORD001615,2026-02-20,MED007,DC004,100.0,100.0,FULFILLED
ORD001616,2026-02-20,MED007,DC005,101.0,101.0,FULFILLED
ORD001617,2026-02-20,MED007,DC006,64.0,64.0,FULFILLED
ORD001618,2026-02-20,MED007,DC008,100.0,100.0,FULFILLED
ORD001619,2026-02-20,MED008,DC001,179.0,179.0,FULFILLED
ORD001620,2026-02-20,MED008,DC002,240.0,240.0,FULFILLED
ORD001621,2026-02-20,MED008,DC005,167.0,167.0,FULFILLED
ORD001622,2026-02-20,MED008,DC006,179.0,0.0,PENDING
ORD001623,2026-02-20,MED009,DC001,308.0,250.8499999999998,PARTIAL
ORD001624,2026-02-20,MED009,DC002,325.0,325.0,FULFILLED
ORD001625,2026-02-20,MED009,DC004,178.0,178.0,FULFILLED
ORD001626,2026-02-20,MED009,DC006,196.0,171.40999999999988,PARTIAL
ORD001627,2026-02-20,MED009,DC008,216.0,216.0,FULFILLED
ORD001628,2026-02-20,MED010,DC002,148.0,148.0,FULFILLED
ORD001629,2026-02-20,MED010,DC006,70.0,70.0,FULFILLED
ORD001630,2026-02-20,MED010,DC008,66.0,66.0,FULFILLED
ORD001631,2026-02-20,MED011,DC001,68.0,68.0,FULFILLED
ORD001632,2026-02-20,MED011,DC003,62.0,62.0,FULFILLED
ORD001633,2026-02-20,MED011,DC004,84.0,84.0,FULFILLED
ORD001634,2026-02-20,MED011,DC005,68.0,68.0,FULFILLED
ORD001635,2026-02-20,MED011,DC006,67.0,67.0,FULFILLED
ORD001636,2026-02-20,MED011,DC007,53.0,53.0,FULFILLED
ORD001637,2026-02-20,MED011,DC008,48.0,48.0,FULFILLED
ORD001638,2026-02-20,MED012,DC003,137.0,137.0,FULFILLED
ORD001639,2026-02-20,MED012,DC004,187.0,187.0,FULFILLED
ORD001640,2026-02-20,MED012,DC005,140.0,140.0,FULFILLED
ORD001641,2026-02-20,MED012,DC006,144.0,144.0,FULFILLED
ORD001642,2026-02-20,MED013,DC001,56.0,56.0,FULFILLED
ORD001643,2026-02-20,MED013,DC005,59.0,59.0,FULFILLED
ORD001644,2026-02-20,MED013,DC006,68.0,68.0,FULFILLED
ORD001645,2026-02-20,MED013,DC007,51.0,51.0,FULFILLED
ORD001646,2026-02-20,MED013,DC008,56.0,56.0,FULFILLED
ORD001647,2026-02-20,MED014,DC001,26.0,26.0,FULFILLED
ORD001648,2026-02-20,MED014,DC002,75.0,75.0,FULFILLED
ORD001649,2026-02-20,MED014,DC003,65.0,65.0,FULFILLED
ORD001650,2026-02-20,MED014,DC004,57.0,57.0,FULFILLED
ORD001651,2026-02-20,MED014,DC005,84.0,84.0,FULFILLED
ORD001652,2026-02-20,MED014,DC006,49.0,49.0,FULFILLED
ORD001653,2026-02-20,MED014,DC008,69.0,69.0,FULFILLED
ORD001654,2026-02-20,MED015,DC001,231.0,231.0,FULFILLED
ORD001655,2026-02-20,MED015,DC002,180.0,180.0,FULFILLED
ORD001656,2026-02-20,MED015,DC003,256.0,256.0,FULFILLED
ORD001657,2026-02-20,MED015,DC005,168.0,168.0,FULFILLED
ORD001658,2026-02-20,MED015,DC006,145.0,145.0,FULFILLED
ORD001659,2026-02-20,MED015,DC007,136.0,136.0,FULFILLED
ORD001660,2026-02-20,MED015,DC008,214.0,214.0,FULFILLED
ORD001661,2026-02-20,MED016,DC002,39.0,39.0,FULFILLED
ORD001662,2026-02-20,MED016,DC003,36.0,36.0,FULFILLED
ORD001663,2026-02-20,MED016,DC005,89.0,89.0,FULFILLED
ORD001664,2026-02-20,MED016,DC006,167.0,167.0,FULFILLED
ORD001665,2026-02-20,MED016,DC007,83.0,83.0,FULFILLED
ORD001666,2026-02-20,MED016,DC008,34.0,34.0,FULFILLED
ORD001667,2026-02-20,MED017,DC001,31.0,31.0,FULFILLED
ORD001668,2026-02-20,MED017,DC002,42.0,42.0,FULFILLED
ORD001669,2026-02-20,MED017,DC003,31.0,31.0,FULFILLED
ORD001670,2026-02-20,MED017,DC005,39.0,39.0,FULFILLED
ORD001671,2026-02-20,MED017,DC008,45.0,45.0,FULFILLED
ORD001672,2026-02-20,MED018,DC003,59.0,59.0,FULFILLED
ORD001673,2026-02-20,MED018,DC004,75.0,75.0,FULFILLED
ORD001674,2026-02-20,MED018,DC005,41.0,41.0,FULFILLED
ORD001675,2026-02-20,MED018,DC006,53.0,53.0,FULFILLED
ORD001676,2026-02-20,MED018,DC007,68.0,68.0,FULFILLED
ORD001677,2026-02-20,MED018,DC008,57.0,57.0,FULFILLED
ORD001678,2026-02-20,MED019,DC001,69.0,69.0,FULFILLED
ORD001679,2026-02-20,MED019,DC004,57.0,57.0,FULFILLED
ORD001680,2026-02-20,MED019,DC005,84.0,84.0,FULFILLED
ORD001681,2026-02-20,MED019,DC006,103.0,103.0,FULFILLED
ORD001682,2026-02-20,MED019,DC007,33.0,33.0,FULFILLED
ORD001683,2026-02-20,MED019,DC008,52.0,52.0,FULFILLED
ORD001684,2026-02-20,MED020,DC001,41.0,41.0,FULFILLED
ORD001685,2026-02-20,MED020,DC002,43.0,43.0,FULFILLED
ORD001686,2026-02-20,MED020,DC003,46.0,46.0,FULFILLED
ORD001687,2026-02-20,MED020,DC005,38.0,38.0,FULFILLED
ORD001688,2026-02-20,MED020,DC008,58.0,58.0,FULFILLED
ORD001689,2026-02-20,MED021,DC001,153.0,153.0,FULFILLED
ORD001690,2026-02-20,MED021,DC002,220.0,220.0,FULFILLED
ORD001691,2026-02-20,MED021,DC005,252.0,252.0,FULFILLED
ORD001692,2026-02-20,MED021,DC006,211.0,211.0,FULFILLED
ORD001693,2026-02-20,MED021,DC007,146.0,146.0,FULFILLED
ORD001694,2026-02-20,MED021,DC008,260.0,260.0,FULFILLED
ORD001695,2026-02-20,MED022,DC003,65.0,65.0,FULFILLED
ORD001696,2026-02-20,MED022,DC004,67.0,67.0,FULFILLED
ORD001697,2026-02-20,MED022,DC005,43.0,43.0,FULFILLED
