date,sku_id,dc_id,opening_inventory,incoming_inventory,outgoing_inventory,closing_inventory,reserved_inventory,available_inventory
2026-03-14,MED035,DC002,385.85999999999984,0.0,27.66,358.1999999999998,42.0,316.1999999999998
2026-03-14,MED035,DC003,468.94999999999953,0.0,24.14,444.8099999999996,31.0,413.8099999999996
2026-03-14,MED035,DC004,152.01999999999987,466.0,66.19,85.82999999999987,6.0,79.82999999999987
2026-03-14,MED035,DC005,470.6500000000002,466.0,6.18,464.4700000000002,24.0,440.4700000000002
2026-03-14,MED035,DC006,1595.4499999999996,0.0,44.21,1551.2399999999996,214.0,1337.2399999999996
2026-03-14,MED035,DC007,276.7099999999999,466.0,21.66,255.04999999999995,15.0,240.04999999999995
2026-03-14,MED035,DC008,604.6700000000002,0.0,25.77,578.9000000000002,35.0,543.9000000000002
2026-03-14,MED036,DC001,722.5400000000001,0.0,41.97,680.57,69.0,611.57
2026-03-14,MED036,DC002,212.11000000000007,0.0,28.37,939.74,126.0,813.7400000000001
2026-03-14,MED036,DC003,668.4400000000005,0.0,66.81,601.6300000000006,77.0,524.6300000000006
2026-03-14,MED036,DC004,834.07,0.0,89.73,744.34,79.0,665.34
2026-03-14,MED036,DC005,470.5999999999998,756.0,63.98,406.6199999999998,23.0,383.6199999999998
2026-03-14,MED036,DC006,799.5,756.0,53.73,745.77,61.0,684.77
2026-03-14,MED036,DC007,549.0599999999998,756.0,23.26,525.7999999999998,66.0,459.79999999999984
2026-03-14,MED036,DC008,942.2300000000004,0.0,65.29,876.9400000000004,80.0,796.9400000000004
2026-03-14,MED037,DC001,1095.5600000000002,0.0,196.74,898.8200000000002,98.0,800.8200000000002
2026-03-14,MED037,DC002,422.2799999999999,1365.0,113.64,308.64,36.0,272.64
2026-03-14,MED037,DC003,560.8299999999997,1365.0,113.8,447.0299999999997,43.0,404.0299999999997
2026-03-14,MED037,DC004,1146.0199999999995,1365.0,91.36,1054.6599999999996,96.0,958.6599999999996
2026-03-14,MED037,DC005,617.4599999999998,1365.0,93.71,523.7499999999998,63.0,460.7499999999998
2026-03-14,MED037,DC006,1239.7500000000002,1365.0,19.82,1219.9300000000003,116.0,1103.9300000000003
2026-03-14,MED037,DC007,1253.3000000000002,0.0,123.0,1130.3000000000002,97.0,1033.3000000000002
2026-03-14,MED037,DC008,1011.9500000000002,1365.0,82.04,929.9100000000002,137.0,792.9100000000002
2026-03-14,MED038,DC001,451.1999999999998,1426.0,64.15,387.04999999999984,40.0,347.04999999999984
2026-03-14,MED038,DC002,617.6699999999998,1426.0,138.32,479.3499999999999,39.0,440.3499999999999
2026-03-14,MED038,DC003,74.33000000000027,0.0,80.72,1419.6100000000004,164.0,1255.6100000000004
2026-03-14,MED038,DC004,1136.57,1426.0,104.05,1032.52,111.0,921.52
2026-03-14,MED038,DC005,395.8500000000001,0.0,160.7,1661.15,241.0,1420.15
2026-03-14,MED038,DC006,820.9599999999997,1426.0,70.45,750.5099999999996,45.0,705.5099999999996
2026-03-14,MED038,DC007,1152.0800000000004,0.0,66.58,1085.5000000000005,81.0,1004.5000000000005
2026-03-14,MED038,DC008,1050.5099999999998,1426.0,123.13,927.3799999999998,89.0,838.3799999999998
2026-03-14,MED039,DC001,515.5599999999997,0.0,30.11,485.4499999999997,56.0,429.4499999999997
2026-03-14,MED039,DC002,590.1700000000001,0.0,9.59,580.58,87.0,493.58
2026-03-14,MED039,DC003,1357.8900000000006,0.0,24.53,1333.3600000000006,165.0,1168.3600000000006
2026-03-14,MED039,DC004,227.15000000000003,314.0,25.83,201.32000000000005,27.0,174.32000000000005
2026-03-14,MED039,DC005,1356.56,0.0,5.94,1350.62,92.0,1258.62
2026-03-14,MED039,DC006,1127.36,0.0,27.47,1099.89,82.0,1017.89
2026-03-14,MED039,DC007,1975.9,0.0,28.06,1947.84,171.0,1776.8399999999997
2026-03-14,MED039,DC008,1694.1999999999996,0.0,19.11,1675.0899999999997,181.0,1494.0899999999997
2026-03-14,MED040,DC001,81.15000000000015,0.0,49.08,372.07000000000016,24.0,348.07000000000016
2026-03-14,MED040,DC002,1168.3300000000002,0.0,46.79,1121.5400000000002,107.0,1014.5400000000002
2026-03-14,MED040,DC003,97.22999999999986,0.0,26.41,410.8199999999998,34.0,376.8199999999998
2026-03-14,MED040,DC004,670.8199999999997,0.0,15.48,655.3399999999997,42.0,613.3399999999997
2026-03-14,MED040,DC005,630.7,0.0,11.15,619.5500000000001,44.0,575.5500000000001
2026-03-14,MED040,DC006,535.65,0.0,23.64,512.01,70.0,442.01
2026-03-14,MED040,DC007,984.9499999999996,0.0,35.62,949.3299999999996,97.0,852.3299999999997
2026-03-14,MED040,DC008,518.4399999999997,0.0,17.99,500.4499999999997,59.0,441.4499999999997
2026-03-15,MED001,DC001,566.7200000000004,0.0,2.61,564.1100000000004,50.0,514.1100000000004
2026-03-15,MED001,DC002,1938.7300000000007,0.0,21.99,1916.7400000000007,280.0,1636.7400000000007
2026-03-15,MED001,DC003,1603.4699999999996,0.0,15.96,1587.5099999999995,231.0,1356.5099999999995
2026-03-15,MED001,DC004,1684.91,0.0,12.78,1672.13,189.0,1483.13
2026-03-15,MED001,DC005,1449.35,0.0,19.69,1429.66,214.0,1215.66
2026-03-15,MED001,DC006,438.47,0.0,23.42,415.05,50.0,365.05
2026-03-15,MED001,DC007,345.25999999999993,0.0,0.0,345.25999999999993,24.0,321.25999999999993
2026-03-15,MED001,DC008,1014.6899999999996,0.0,17.33,997.3599999999996,107.0,890.3599999999997
2026-03-15,MED002,DC001,35.72999999999988,0.0,11.26,243.46999999999989,16.0,227.46999999999989
2026-03-15,MED002,DC002,191.80999999999983,0.0,20.54,171.26999999999984,12.0,159.26999999999984
2026-03-15,MED002,DC003,1648.020000000001,0.0,18.75,1629.270000000001,206.0,1423.270000000001
2026-03-15,MED002,DC004,218.86,0.0,21.2,197.66,14.0,183.66
2026-03-15,MED002,DC005,1584.750000000001,0.0,15.73,1569.020000000001,93.0,1476.020000000001
2026-03-15,MED002,DC006,1068.7099999999998,0.0,9.11,1059.6,60.0,999.6
2026-03-15,MED002,DC007,1309.85,0.0,15.97,1293.88,133.0,1160.88
2026-03-15,MED002,DC008,750.5900000000005,0.0,20.1,730.4900000000005,54.0,676.4900000000005
2026-03-15,MED003,DC001,329.94999999999993,699.0,70.72,259.2299999999999,22.0,237.2299999999999
2026-03-15,MED003,DC002,319.07,699.0,40.15,278.92,28.0,250.92
2026-03-15,MED003,DC003,150.94000000000054,0.0,70.89,779.0500000000005,107.0,672.0500000000005
2026-03-15,MED003,DC004,701.7699999999998,0.0,47.48,654.2899999999997,82.0,572.2899999999997
2026-03-15,MED003,DC005,560.0300000000002,699.0,61.6,498.4300000000002,43.0,455.4300000000002
2026-03-15,MED003,DC006,314.74999999999983,699.0,49.41,265.3399999999998,32.0,233.3399999999998
2026-03-15,MED003,DC007,258.2499999999999,699.0,59.08,199.1699999999999,25.0,174.1699999999999
2026-03-15,MED003,DC008,771.4200000000002,0.0,69.0,702.4200000000002,73.0,629.4200000000002
2026-03-15,MED004,DC001,1040.3100000000004,0.0,89.34,950.9700000000004,77.0,873.9700000000004
2026-03-15,MED004,DC002,640.14,1309.0,96.5,543.64,48.0,495.64
2026-03-15,MED004,DC003,783.77,1309.0,107.83,675.9399999999999,70.0,605.9399999999999
2026-03-15,MED004,DC004,967.38,1309.0,136.85,830.5299999999999,87.0,743.5299999999999
2026-03-15,MED004,DC005,377.55000000000047,0.0,94.1,1592.4500000000005,126.0,1466.4500000000005
2026-03-15,MED004,DC006,833.2399999999999,1309.0,132.12,701.1199999999999,50.0,651.1199999999999
2026-03-15,MED004,DC007,792.27,1309.0,131.65,660.62,52.0,608.62
2026-03-15,MED004,DC008,1482.0,0.0,104.13,1377.87,202.0,1175.87
2026-03-15,MED005,DC001,129.6599999999998,0.0,28.43,595.2299999999999,42.0,553.2299999999999
2026-03-15,MED005,DC002,554.4100000000003,0.0,19.47,534.9400000000003,43.0,491.9400000000003
2026-03-15,MED005,DC003,282.92000000000013,494.0,33.66,249.26000000000013,35.0,214.26000000000013
2026-03-15,MED005,DC004,687.1800000000009,0.0,3.22,683.9600000000008,64.0,619.9600000000008
2026-03-15,MED005,DC005,135.66,494.0,42.13,93.53,7.0,86.53
2026-03-15,MED005,DC006,341.5200000000002,494.0,69.26,272.2600000000002,15.0,257.2600000000002
2026-03-15,MED005,DC007,491.6699999999999,0.0,21.31,470.35999999999984,26.0,444.35999999999984
2026-03-15,MED005,DC008,656.42,0.0,29.74,626.68,37.0,589.68
2026-03-15,MED006,DC001,878.1999999999997,0.0,5.01,873.1899999999997,130.0,743.1899999999997
2026-03-15,MED006,DC002,1547.3900000000006,0.0,24.82,1522.5700000000006,156.0,1366.5700000000006
2026-03-15,MED006,DC003,775.0799999999998,0.0,23.78,751.2999999999998,94.0,657.2999999999998
2026-03-15,MED006,DC004,253.74000000000007,0.0,21.86,231.88000000000005,33.0,198.88000000000005
2026-03-15,MED006,DC005,88.81000000000006,258.0,19.18,69.63000000000005,5.0,64.63000000000005
2026-03-15,MED006,DC006,2037.3500000000004,0.0,18.46,2018.8900000000003,172.0,1846.8900000000003
2026-03-15,MED006,DC007,2070.06,0.0,26.04,2044.02,123.0,1921.02
2026-03-15,MED006,DC008,74.56000000000003,258.0,20.98,53.58000000000003,3.0,50.58000000000003
2026-03-15,MED007,DC001,355.1899999999999,625.0,55.33,299.8599999999999,38.0,261.8599999999999
2026-03-15,MED007,DC002,647.5899999999999,0.0,53.83,593.7599999999999,74.0,519.7599999999999
2026-03-15,MED007,DC003,368.86999999999983,625.0,67.46,301.40999999999985,21.0,280.40999999999985
2026-03-15,MED007,DC004,712.2800000000002,0.0,60.76,651.5200000000002,34.0,617.5200000000002
2026-03-15,MED007,DC005,772.8000000000002,0.0,53.5,719.3000000000002,50.0,669.3000000000002
2026-03-15,MED007,DC006,781.0799999999999,0.0,73.38,707.6999999999999,80.0,627.6999999999999
2026-03-15,MED007,DC007,450.9899999999998,625.0,56.91,394.0799999999998,48.0,346.0799999999998
2026-03-15,MED007,DC008,728.9299999999996,0.0,70.18,658.7499999999995,42.0,616.7499999999995
2026-03-15,MED008,DC001,750.9400000000005,1205.0,119.52,631.4200000000005,56.0,575.4200000000005
2026-03-15,MED008,DC002,1155.9400000000005,0.0,87.07,1068.8700000000003,104.0,964.8700000000003
2026-03-15,MED008,DC003,88.49999999999974,0.0,128.77,1164.7299999999998,157.0,1007.7299999999998
2026-03-15,MED008,DC004,314.06000000000006,0.0,98.81,1420.25,195.0,1225.25
2026-03-15,MED008,DC005,338.8400000000002,0.0,96.33,1447.5100000000002,112.0,1335.5100000000002
2026-03-15,MED008,DC006,639.11,1205.0,100.74,538.37,69.0,469.37
2026-03-15,MED008,DC007,725.5900000000001,1205.0,92.45,633.1400000000001,85.0,548.1400000000001
2026-03-15,MED008,DC008,1339.91,0.0,100.03,1239.88,177.0,1062.88
2026-03-15,MED009,DC001,499.0199999999999,1366.0,113.44,385.5799999999999,34.0,351.5799999999999
2026-03-15,MED009,DC002,1062.2500000000002,0.0,154.24,908.0100000000002,77.0,831.0100000000002
2026-03-15,MED009,DC003,146.61000000000013,0.0,123.9,1388.71,74.0,1314.71
2026-03-15,MED009,DC004,1451.7600000000002,0.0,101.61,1350.1500000000003,113.0,1237.1500000000003
2026-03-15,MED009,DC005,1016.4299999999998,1366.0,89.75,926.6799999999998,107.0,819.6799999999998
2026-03-15,MED009,DC006,1051.44,1366.0,115.85,935.59,94.0,841.59
2026-03-15,MED009,DC007,930.86,1366.0,114.07,816.7900000000002,70.0,746.7900000000002
2026-03-15,MED009,DC008,351.4699999999999,0.0,118.47,1598.9999999999998,91.0,1507.9999999999998
2026-03-15,MED010,DC001,241.5500000000001,549.0,5.19,236.3600000000001,16.0,220.3600000000001
2026-03-15,MED010,DC002,361.8899999999999,0.0,0.0,361.8899999999999,39.0,322.8899999999999
2026-03-15,MED010,DC003,153.1500000000001,0.0,59.6,642.5500000000001,94.0,548.5500000000001
2026-03-15,MED010,DC004,72.73000000000008,0.0,87.89,533.84,31.0,502.84
2026-03-15,MED010,DC005,433.3199999999999,549.0,14.82,418.4999999999999,28.0,390.4999999999999
2026-03-15,MED010,DC006,249.1999999999994,549.0,91.34,157.8599999999994,10.0,147.8599999999994
2026-03-15,MED010,DC007,613.8500000000005,0.0,48.36,565.4900000000005,78.0,487.49000000000046
2026-03-15,MED010,DC008,609.3600000000002,0.0,38.78,570.5800000000003,52.0,518.5800000000003
2026-03-15,MED011,DC001,304.3100000000002,520.0,30.04,274.2700000000001,23.0,251.27000000000012
2026-03-15,MED011,DC002,206.7100000000001,520.0,17.2,189.51000000000008,12.0,177.51000000000008
2026-03-15,MED011,DC003,2193.23,0.0,48.07,2145.16,236.0,1909.16
2026-03-15,MED011,DC004,1259.2400000000007,0.0,25.12,1234.1200000000008,92.0,1142.1200000000008
2026-03-15,MED011,DC005,377.97000000000014,520.0,25.07,352.90000000000015,44.0,308.90000000000015
2026-03-15,MED011,DC006,705.2099999999998,0.0,48.12,657.0899999999998,49.0,608.0899999999998
2026-03-15,MED011,DC007,127.05999999999987,520.0,10.71,116.34999999999988,12.0,104.34999999999988
2026-03-15,MED011,DC008,631.65,0.0,15.39,616.26,87.0,529.26
2026-03-15,MED012,DC001,255.42,0.0,61.88,1083.54,159.0,924.54
2026-03-15,MED012,DC002,157.9800000000002,0.0,79.34,968.6400000000002,95.0,873.6400000000002
2026-03-15,MED012,DC003,1083.8800000000006,0.0,90.08,993.8000000000004,109.0,884.8000000000005
2026-03-15,MED012,DC004,889.3700000000002,0.0,45.98,843.3900000000002,104.0,739.3900000000002
2026-03-15,MED012,DC005,705.18,890.0,220.35,484.8299999999999,44.0,440.8299999999999
2026-03-15,MED012,DC006,979.39,890.0,50.12,929.27,107.0,822.2700000000001
2026-03-15,MED012,DC007,1342.32,0.0,49.96,1292.36,141.0,1151.36
2026-03-15,MED012,DC008,893.6900000000004,0.0,18.21,875.4800000000004,129.0,746.4800000000004
2026-03-15,MED013,DC001,258.62000000000006,361.0,30.53,228.0900000000001,18.0,210.0900000000001
2026-03-15,MED013,DC002,469.4900000000001,0.0,34.78,434.71000000000015,36.0,398.71000000000015
2026-03-15,MED013,DC003,263.2000000000001,0.0,39.88,223.3200000000001,32.0,191.3200000000001
2026-03-15,MED013,DC004,1089.2699999999995,0.0,16.57,1072.6999999999996,59.0,1013.6999999999996
2026-03-15,MED013,DC005,1176.8800000000008,0.0,27.33,1149.5500000000009,84.0,1065.5500000000009
2026-03-15,MED013,DC006,957.7499999999992,0.0,33.33,924.4199999999992,133.0,791.4199999999993
2026-03-15,MED013,DC007,366.2900000000003,0.0,34.54,331.7500000000003,17.0,314.7500000000003
2026-03-15,MED013,DC008,400.74,0.0,29.52,371.22,44.0,327.22
2026-03-15,MED014,DC001,764.8599999999993,0.0,44.63,720.2299999999993,65.0,655.2299999999993
2026-03-15,MED014,DC002,678.7000000000002,0.0,22.16,656.5400000000002,52.0,604.5400000000002
2026-03-15,MED014,DC003,257.2099999999997,437.0,61.5,195.7099999999997,10.0,185.7099999999997
2026-03-15,MED014,DC004,435.18,0.0,52.11,383.07,49.0,334.06999999999994
2026-03-15,MED014,DC005,182.86000000000035,437.0,13.26,169.60000000000036,22.0,147.60000000000036
2026-03-15,MED014,DC006,1166.5,0.0,17.74,1148.76,120.0,1028.76
2026-03-15,MED014,DC007,485.3099999999998,0.0,18.21,467.0999999999998,53.0,414.0999999999998
2026-03-15,MED014,DC008,390.59000000000015,437.0,46.88,343.7100000000001,41.0,302.7100000000001
2026-03-15,MED015,DC001,687.8700000000001,1245.0,86.41,601.4600000000002,65.0,536.4600000000002
2026-03-15,MED015,DC002,653.2400000000001,1245.0,107.78,545.4600000000002,34.0,511.46000000000015
2026-03-15,MED015,DC003,999.38,0.0,125.39,873.99,72.0,801.99
2026-03-15,MED015,DC004,672.0600000000005,1245.0,98.77,573.2900000000005,50.0,523.2900000000005
2026-03-15,MED015,DC005,1259.0400000000002,1245.0,106.05,1152.9900000000002,167.0,985.9900000000002
2026-03-15,MED015,DC006,1178.2600000000002,1245.0,76.37,1101.8900000000003,79.0,1022.8900000000004
2026-03-15,MED015,DC007,1088.14,0.0,113.58,974.5599999999998,90.0,884.5599999999998
2026-03-15,MED015,DC008,741.56,1245.0,86.51,655.05,43.0,612.05
2026-03-15,MED016,DC001,1115.4000000000003,0.0,22.04,1093.3600000000006,115.0,978.3600000000006
2026-03-15,MED016,DC002,1057.9000000000008,0.0,39.89,1018.0100000000008,78.0,940.0100000000008
2026-03-15,MED016,DC003,179.4200000000002,0.0,35.62,597.8000000000002,75.0,522.8000000000002
2026-03-15,MED016,DC004,404.5999999999998,454.0,33.11,371.4899999999998,55.0,316.4899999999998
2026-03-15,MED016,DC005,147.8699999999999,454.0,16.45,131.4199999999999,18.0,113.4199999999999
2026-03-15,MED016,DC006,943.7700000000004,0.0,22.84,920.9300000000004,78.0,842.9300000000003
2026-03-15,MED016,DC007,472.3400000000002,0.0,32.41,439.9300000000002,61.0,378.9300000000002
2026-03-15,MED016,DC008,635.75,0.0,0.0,635.75,48.0,587.75
2026-03-15,MED017,DC001,389.68999999999954,0.0,16.89,372.7999999999996,37.0,335.7999999999996
2026-03-15,MED017,DC002,869.7799999999996,0.0,22.6,847.1799999999996,81.0,766.1799999999996
2026-03-15,MED017,DC003,1353.17,0.0,11.43,1341.74,184.0,1157.74
2026-03-15,MED017,DC004,1027.2999999999995,0.0,27.76,999.5399999999996,109.0,890.5399999999997
2026-03-15,MED017,DC005,769.47,0.0,28.52,740.95,77.0,663.95
2026-03-15,MED017,DC006,1905.83,0.0,11.64,1894.19,280.0,1614.1899999999998
2026-03-15,MED017,DC007,1027.9000000000008,0.0,29.11,998.7900000000008,111.0,887.7900000000008
2026-03-15,MED017,DC008,1462.5099999999998,0.0,19.03,1443.4799999999998,184.0,1259.4799999999998
2026-03-15,MED018,DC001,171.6599999999999,429.0,42.12,129.5399999999999,18.0,111.5399999999999
2026-03-15,MED018,DC002,1158.3,0.0,26.41,1131.89,161.0,970.89
2026-03-15,MED018,DC003,1095.06,0.0,50.78,1044.28,64.0,980.28
2026-03-15,MED018,DC004,556.3299999999995,0.0,41.91,514.4199999999995,58.0,456.4199999999995
2026-03-15,MED018,DC005,470.5599999999997,0.0,20.97,449.5899999999997,55.0,394.5899999999997
2026-03-15,MED018,DC006,410.8999999999998,429.0,14.94,395.9599999999998,46.0,349.9599999999998
2026-03-15,MED018,DC007,758.7899999999998,0.0,9.88,748.9099999999999,88.0,660.9099999999999
2026-03-15,MED018,DC008,428.55999999999926,0.0,38.16,390.3999999999993,35.0,355.3999999999993
2026-03-15,MED019,DC001,567.01,0.0,51.91,515.1,42.0,473.1
2026-03-15,MED019,DC002,328.19000000000005,609.0,53.39,274.80000000000007,23.0,251.80000000000007
2026-03-15,MED019,DC003,1224.3800000000003,0.0,38.87,1185.5100000000004,168.0,1017.5100000000004
2026-03-15,MED019,DC004,1143.6600000000003,0.0,19.26,1124.4000000000003,73.0,1051.4000000000003
2026-03-15,MED019,DC005,598.17,609.0,28.22,569.9499999999999,76.0,493.94999999999993
2026-03-15,MED019,DC006,632.3000000000001,609.0,62.85,569.45,76.0,493.4500000000001
2026-03-15,MED019,DC007,801.0400000000002,0.0,31.95,769.0900000000001,88.0,681.0900000000001
2026-03-15,MED019,DC008,499.7999999999998,609.0,43.81,455.9899999999998,35.0,420.9899999999998
2026-03-15,MED020,DC001,103.83999999999958,0.0,16.31,463.5299999999996,50.0,413.5299999999996
2026-03-15,MED020,DC002,289.8000000000002,0.0,28.52,261.2800000000002,21.0,240.2800000000002
2026-03-15,MED020,DC003,2142.76,0.0,21.65,2121.11,180.0,1941.11
2026-03-15,MED020,DC004,744.7400000000002,0.0,34.67,710.0700000000003,91.0,619.0700000000003
2026-03-15,MED020,DC005,1442.5100000000004,0.0,32.3,1410.2100000000005,98.0,1312.2100000000005
2026-03-15,MED020,DC006,923.5,0.0,21.32,902.18,51.0,851.1800000000001
2026-03-15,MED020,DC007,421.0199999999999,0.0,24.51,396.50999999999993,28.0,368.50999999999993
2026-03-15,MED020,DC008,1607.33,0.0,20.84,1586.49,112.0,1474.49
2026-03-15,MED021,DC001,946.6400000000004,1413.0,67.55,879.0900000000004,87.0,792.0900000000004
2026-03-15,MED021,DC002,538.17,1413.0,85.81,452.36,60.0,392.36
2026-03-15,MED021,DC003,168.3299999999996,0.0,120.11,1461.2199999999996,113.0,1348.2199999999996
2026-03-15,MED021,DC004,624.1200000000007,1413.0,124.23,499.8900000000007,39.0,460.8900000000007
2026-03-15,MED021,DC005,889.3599999999998,1413.0,118.49,770.8699999999998,67.0,703.8699999999998
2026-03-15,MED021,DC006,942.27,1413.0,103.86,838.4099999999999,52.0,786.4099999999999
2026-03-15,MED021,DC007,677.1699999999992,1413.0,143.98,533.1899999999991,43.0,490.1899999999992
2026-03-15,MED021,DC008,1364.69,0.0,115.73,1248.96,118.0,1130.96
2026-03-15,MED022,DC001,462.94999999999953,0.0,35.68,427.2699999999995,42.0,385.2699999999995
2026-03-15,MED022,DC002,340.0299999999999,0.0,11.51,328.5199999999999,41.0,287.5199999999999
2026-03-15,MED022,DC003,1236.6300000000003,0.0,0.0,1236.6300000000003,100.0,1136.6300000000003
2026-03-15,MED022,DC004,694.3399999999998,0.0,31.59,662.7499999999998,99.0,563.7499999999998
2026-03-15,MED022,DC005,1131.5099999999995,0.0,14.91,1116.5999999999997,120.0,996.5999999999996
2026-03-15,MED022,DC006,731.71,0.0,26.74,704.97,46.0,658.97
2026-03-15,MED022,DC007,526.0000000000003,0.0,25.87,500.13000000000034,31.0,469.13000000000034
2026-03-15,MED022,DC008,531.6900000000002,0.0,44.31,487.38000000000017,69.0,418.38000000000017
2026-03-15,MED023,DC001,147.82999999999976,0.0,56.58,733.2499999999997,83.0,650.2499999999997
2026-03-15,MED023,DC002,101.49000000000024,0.0,50.12,693.3700000000002,103.0,590.3700000000002
2026-03-15,MED023,DC003,758.0200000000001,0.0,68.65,689.3700000000001,92.0,597.3700000000001
2026-03-15,MED023,DC004,503.06,642.0,55.71,447.35,54.0,393.35
2026-03-15,MED023,DC005,58.54999999999994,0.0,44.14,656.41,96.0,560.41
2026-03-15,MED023,DC006,564.92,642.0,75.12,489.8,69.0,420.8
2026-03-15,MED023,DC007,556.6200000000002,0.0,14.9,541.7200000000003,45.0,496.72000000000025
2026-03-15,MED023,DC008,457.9100000000004,642.0,54.46,403.4500000000004,50.0,353.4500000000004
2026-03-15,MED024,DC001,748.7499999999997,0.0,11.65,737.0999999999997,96.0,641.0999999999997
2026-03-15,MED024,DC002,513.5699999999995,0.0,30.35,483.21999999999946,40.0,443.21999999999946
2026-03-15,MED024,DC003,2404.2000000000003,0.0,30.23,2373.9700000000003,119.0,2254.9700000000003
2026-03-15,MED024,DC004,714.6399999999999,0.0,46.08,668.5599999999998,80.0,588.5599999999998
2026-03-15,MED024,DC005,1170.9600000000005,0.0,11.46,1159.5000000000002,102.0,1057.5000000000002
2026-03-15,MED024,DC006,789.4100000000002,0.0,21.76,767.6500000000002,42.0,725.6500000000002
2026-03-15,MED024,DC007,1425.55,0.0,36.96,1388.59,125.0,1263.59
2026-03-15,MED024,DC008,187.96999999999997,344.0,31.75,156.21999999999994,23.0,133.21999999999994
2026-03-15,MED025,DC001,1340.1000000000004,0.0,104.65,1235.4500000000005,133.0,1102.4500000000005
2026-03-15,MED025,DC002,613.37,1266.0,87.39,525.98,63.0,462.98
2026-03-15,MED025,DC003,615.3199999999999,1266.0,92.94,522.3799999999999,43.0,479.3799999999999
2026-03-15,MED025,DC004,1358.44,0.0,120.83,1237.61,186.0,1051.61
2026-03-15,MED025,DC005,1434.5299999999993,0.0,101.13,1333.3999999999992,70.0,1263.3999999999992
2026-03-15,MED025,DC006,808.3599999999997,1266.0,107.62,700.7399999999997,69.0,631.7399999999997
2026-03-15,MED025,DC007,1012.24,0.0,100.17,912.07,88.0,824.0699999999999
2026-03-15,MED025,DC008,1359.1099999999994,0.0,83.94,1275.1699999999994,120.0,1155.1699999999994
2026-03-15,MED026,DC001,289.3599999999996,0.0,101.09,1216.2699999999998,70.0,1146.2699999999998
2026-03-15,MED026,DC002,938.6400000000002,0.0,92.68,845.9600000000003,69.0,776.9600000000003
2026-03-15,MED026,DC003,382.6400000000002,1028.0,127.88,254.76000000000025,16.0,238.76000000000025
2026-03-15,MED026,DC004,840.0599999999996,1028.0,63.03,777.0299999999996,75.0,702.0299999999996
2026-03-15,MED026,DC005,857.82,1028.0,98.92,758.9000000000001,50.0,708.9000000000001
2026-03-15,MED026,DC006,1315.0399999999995,0.0,57.25,1257.7899999999995,66.0,1191.7899999999995
2026-03-15,MED026,DC007,449.1199999999999,1028.0,85.93,363.1899999999999,44.0,319.1899999999999
2026-03-15,MED026,DC008,818.4200000000003,1028.0,101.93,716.4900000000002,40.0,676.4900000000002
2026-03-15,MED027,DC001,328.89,899.0,35.3,293.59,29.0,264.59
2026-03-15,MED027,DC002,440.47,899.0,68.87,371.6,44.0,327.6
2026-03-15,MED027,DC003,512.9500000000003,899.0,62.43,450.52000000000027,55.0,395.52000000000027
2026-03-15,MED027,DC004,399.46000000000055,899.0,59.94,339.5200000000005,27.0,312.5200000000005
2026-03-15,MED027,DC005,1091.6700000000003,0.0,79.48,1012.1900000000004,79.0,933.1900000000004
2026-03-15,MED027,DC006,1162.94,0.0,92.71,1070.23,98.0,972.23
2026-03-15,MED027,DC007,308.9300000000002,899.0,70.16,238.77000000000015,16.0,222.77000000000015
2026-03-15,MED027,DC008,742.0500000000002,899.0,76.25,665.8000000000002,83.0,582.8000000000002
2026-03-15,MED028,DC001,604.4800000000001,0.0,24.63,579.8500000000001,56.0,523.8500000000001
2026-03-15,MED028,DC002,346.6900000000001,0.0,23.8,322.8900000000001,24.0,298.8900000000001
2026-03-15,MED028,DC003,1704.7100000000012,0.0,15.81,1688.9000000000012,90.0,1598.9000000000012
2026-03-15,MED028,DC004,1671.329999999999,0.0,31.91,1639.419999999999,144.0,1495.419999999999
2026-03-15,MED028,DC005,380.7099999999999,0.0,25.95,354.75999999999993,48.0,306.75999999999993
2026-03-15,MED028,DC006,950.9099999999996,0.0,26.68,924.2299999999996,131.0,793.2299999999996
2026-03-15,MED028,DC007,215.40999999999983,349.0,17.88,197.52999999999983,17.0,180.52999999999983
2026-03-15,MED028,DC008,132.93000000000015,0.0,20.43,461.50000000000017,24.0,437.50000000000017
2026-03-15,MED029,DC001,440.08,0.0,45.41,394.67,46.0,348.67
2026-03-15,MED029,DC002,327.15999999999974,0.0,30.95,296.2099999999997,15.0,281.2099999999997
2026-03-15,MED029,DC003,244.34000000000012,507.0,29.31,215.03000000000011,14.0,201.03000000000011
2026-03-15,MED029,DC004,743.5500000000001,0.0,34.8,708.7500000000001,38.0,670.7500000000001
2026-03-15,MED029,DC005,367.7099999999999,507.0,46.76,320.94999999999993,25.0,295.94999999999993
2026-03-15,MED029,DC006,544.58,507.0,34.24,510.34,55.0,455.34
2026-03-15,MED029,DC007,520.0699999999993,0.0,30.35,489.7199999999992,72.0,417.7199999999992
2026-03-15,MED029,DC008,355.7699999999995,507.0,32.52,323.24999999999955,46.0,277.24999999999955
2026-03-15,MED030,DC001,1112.1799999999992,0.0,17.59,1094.5899999999992,82.0,1012.5899999999992
2026-03-15,MED030,DC002,117.5799999999998,350.0,19.26,98.3199999999998,8.0,90.3199999999998
2026-03-15,MED030,DC003,107.94000000000008,0.0,60.65,397.2900000000001,50.0,347.2900000000001
2026-03-15,MED030,DC004,883.3400000000005,0.0,42.4,840.9400000000005,73.0,767.9400000000005
